    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        2    0.000    0.000    0.000    0.000 _decorators.py:100(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 __init__.py:273(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 _decorators.py:455(Appender)
        1    0.000    0.000    0.000    0.000 core.py:948(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:726(_check_compression)
        1    0.000    0.000    0.000    0.000 datetimes.py:101(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 resample.py:2009(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 _json.py:1367(SeriesParser)
        1    0.000    0.000    0.000    0.000 resample.py:1866(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 pytables.py:4751(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 StdinStream.py:7(StdinStream)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:71(calculateHashCode)
        1    0.000    0.000    0.000    0.000 ErrorListener.py:13(ErrorListener)
        1    0.000    0.000    0.000    0.000 Transition.py:120(RangeTransition)
        1    0.000    0.000    0.000    0.000 Transition.py:218(WildcardTransition)
        1    0.000    0.000    0.000    0.000 Transition.py:232(PrecedencePredicateTransition)
        1    0.000    0.000    0.000    0.000 SemanticContext.py:242(OR)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 core_schema.py:3615(CallSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 _decorators.py:76(RootValidatorDecoratorInfo)
        3    0.000    0.000    0.000    0.000 _namespace_utils.py:86(__init__)
        2    0.000    0.000    0.000    0.000 _utils.py:409(__init__)
        1    0.000    0.000    0.000    0.000 _generics.py:68(DeepChainMap)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:2854(__init__)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:13(GatherResult)
        1    0.000    0.000    0.000    0.000 json_schema.py:2628(SkipJsonSchema)
        1    0.000    0.000    0.000    0.000 types.py:2317(PastDatetime)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 minidom.py:1293(Identified)
        1    0.000    0.000    0.000    0.000 minidom.py:1417(DOMImplementation)
        1    0.000    0.000    0.000    0.000 featgeom.py:2354(GxMultiTrack)
        1    0.000    0.000    0.000    0.000 coordinates.py:18(Coordinates)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:523(Rejecter)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _linalg.py:186(_assert_2d)
        1    0.000    0.000    0.000    0.000 printing.py:499(PrettyDict)
        1    0.000    0.000    0.000    0.000 tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 info.py:673(_SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 ops.py:549(MathCall)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 parquet.py:296(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:157(Unpickler)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:84(PredictionContextCache)
        1    0.000    0.000    0.000    0.000 LexerAction.py:157(LexerModeAction)
        2    0.000    0.000    0.000    0.000 nodes.py:110(_is_optional)
        1    0.000    0.000    0.000    0.000 core_schema.py:898(BytesSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3680(CustomErrorSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1691(SetSchema)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:977(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 _decorators.py:197(__get__)
        1    0.000    0.000    0.000    0.000 functional_validators.py:522(ModelWrapValidatorHandler)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 base.py:178(OverlayXY)
        1    0.000    0.000    0.000    0.000 minidom.py:642(TypeInfo)
        1    0.000    0.000    0.000    0.000 constants.py:97(Types)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 string.py:63(_need_to_wrap_around)
        1    0.000    0.000    0.000    0.000 synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 util.py:371(ForkAwareThreadLock)
        4    0.000    0.000    0.000    0.000 shape_base.py:76(_atleast_2d_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 argparse.py:1152(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1292(FileType)
        1    0.000    0.000    0.000    0.000 pathlib.py:180(_ParentSelector)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 threading.py:1409(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 calendar.py:632(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        3    0.000    0.000    0.000    0.000 core.py:911(__init__)
        1    0.000    0.000    0.000    0.000 core.py:7090(_frommethod)
        1    0.000    0.000    0.000    0.000 nanops.py:98(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 base.py:147(NoNewAttributesMixin)
        5    0.000    0.000    0.000    0.000 base.py:1979(nlevels)
        1    0.000    0.000    0.000    0.000 multi.py:167(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:165(FastLookup)
        1    0.000    0.000    0.000    0.000 indexing.py:248(GroupByPositionalSelector)
        2    0.000    0.000    0.000    0.000 expr.py:168(_is_type)
        3    0.000    0.000    0.000    0.000 expr.py:269(disallow)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 resample.py:2033(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 pytables.py:349(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:4341(WORMTable)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 utils.py:22(_MissingType)
        1    0.000    0.000    0.000    0.000 nodes.py:1065(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:539(Name)
        1    0.000    0.000    0.000    0.000 Tree.py:130(ErrorNodeImpl)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:86(__init__)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:158(EmptyPredictionContext)
        1    0.000    0.000    0.000    0.000 LexerAction.py:227(LexerChannelAction)
        1    0.000    0.000    0.000    0.000 core_schema.py:1809(GeneratorSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2196(WrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2962(ModelField)
        1    0.000    0.000    0.000    0.000 core_schema.py:3553(ArgumentsV3Schema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2307(PlainValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2777(JsonOrPythonSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1750(FrozenSetSchema)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:866(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _decorators.py:113(ModelSerializerDecoratorInfo)
        1    0.000    0.000    0.000    0.000 _mock_val_ser.py:28(__init__)
        1    0.000    0.000    0.000    0.000 _repr.py:22(PlainRepr)
        1    0.000    0.000    0.000    0.000 __init__.py:108(Gt)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Ge)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        1    0.000    0.000    0.000    0.000 minidom.py:1201(Comment)
        1    0.000    0.000    0.000    0.000 networklinkcontrol.py:24(LinkSnippet)
        1    0.000    0.000    0.000    0.000 argparse.py:1895(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 argparse.py:1133(_HelpAction)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1281(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:118(_Deprecate)
        1    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        1    0.000    0.000    0.000    0.000 readers.py:477(_Fwf_Defaults)
        1    0.000    0.000    0.000    0.000 pytables.py:99(Constant)
        1    0.000    0.000    0.000    0.000 LexerATNSimulator.py:36(SimState)
        1    0.000    0.000    0.000    0.000 Chunk.py:10(TagChunk)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:2468(NullableSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:156(_Sentinel)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:2873(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:706(Lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 timeprimitive.py:82(GxTimeSpan)
        1    0.000    0.000    0.000    0.000 featgeom.py:697(Document)
        1    0.000    0.000    0.000    0.000 schema.py:68(GxSimpleArrayField)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:953(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1347(Namespace)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 numerictypes.py:364(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1343(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1310(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:6(NBitBase)
        1    0.000    0.000    0.000    0.000 _array_like.py:53(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 __init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 core.py:884(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 expressions.py:45(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 blocks.py:2611(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2625(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 __init__.py:822(_Tellable)
        1    0.000    0.000    0.000    0.000 sql.py:1518(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1537(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:16(_HasHTML)
        1    0.000    0.000    0.000    0.000 nodes.py:939(Operand)
        1    0.000    0.000    0.000    0.000 nodes.py:416(Import)
        1    0.000    0.000    0.000    0.000 Errors.py:16(UnsupportedOperationException)
        1    0.000    0.000    0.000    0.000 ParserRuleContext.py:182(InterpreterRuleContext)
        1    0.000    0.000    0.000    0.000 DFAState.py:13(PredPrediction)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:161(FieldSerializationInfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:2671(ChainSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1323(IsInstanceSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1366(IsSubclassSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1441(UuidSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1623(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:38(PydanticPluginProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:137(ValidateJsonHandlerProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:28(SchemaTypePath)
        1    0.000    0.000    0.000    0.000 _model_construction.py:55(_ModelNamespaceDict)
        1    0.000    0.000    0.000    0.000 _model_construction.py:704(_PydanticWeakRef)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:28(MissingDefinitionError)
        1    0.000    0.000    0.000    0.000 __init__.py:73(SupportsGe)
        1    0.000    0.000    0.000    0.000 types.py:3255(FailFast)
        1    0.000    0.000    0.000    0.000 __init__.py:88(SupportsMod)
        1    0.000    0.000    0.000    0.000 __init__.py:412(DocInfo)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 minidom.py:1215(CDATASection)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 typing.py:3375(dataclass_transform)
        1    0.000    0.000    0.000    0.000 typing.py:1489(__repr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:276(OGridClass)
        1    0.000    0.000    0.000    0.000 _array_like.py:48(_SupportsArray)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 calendar.py:40(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 _tzpath.py:176(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 base.py:517(__init__)
        2    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 indexing.py:2589(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 base.py:7750(_maybe_try_sort)
        3    0.000    0.000    0.000    0.000 format.py:531(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 base.py:55(_AlreadyWarned)
        1    0.000    0.000    0.000    0.000 format.py:633(_is_screen_short)
        1    0.000    0.000    0.000    0.000 expr.py:767(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 stata.py:957(StataParser)
        1    0.000    0.000    0.000    0.000 pytables.py:3337(FrameFixed)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 utils.py:731(Joiner)
        1    0.000    0.000    0.000    0.000 nodes.py:556(NSRef)
        1    0.000    0.000    0.000    0.000 LexerAction.py:119(LexerPopModeAction)
        1    0.000    0.000    0.000    0.000 ErrorStrategy.py:686(BailErrorStrategy)
        1    0.000    0.000    0.000    0.000 ParseTreePatternMatcher.py:81(CannotInvokeStartRule)
        1    0.000    0.000    0.000    0.000 ATNDeserializer.py:518(<lambda>)
        1    0.000    0.000    0.000    0.000 Chunk.py:23(TextChunk)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:438(InvalidSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:461(ComputedField)
        1    0.000    0.000    0.000    0.000 core_schema.py:544(BoolSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 errors.py:82(PydanticErrorMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:167(ValidateStringsHandlerProtocol)
        1    0.000    0.000    0.000    0.000 warnings.py:52(PydanticDeprecatedSince20)
        1    0.000    0.000    0.000    0.000 warnings.py:59(PydanticDeprecatedSince26)
        1    0.000    0.000    0.000    0.000 _generics.py:100(PydanticGenericMetadata)
        1    0.000    0.000    0.000    0.000 functional_validators.py:534(ModelWrapValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 functional_validators.py:551(ModelWrapValidator)
        1    0.000    0.000    0.000    0.000 types.py:2894(Tag)
        1    0.000    0.000    0.000    0.000 __init__.py:299(Unit)
        1    0.000    0.000    0.000    0.000 fields.py:93(_FieldInfoInputs)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 constants.py:82(RefreshMode)
        1    0.000    0.000    0.000    0.000 timeprimitive.py:152(GxTimeStamp)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:16(_DupFd)
        1    0.000    0.000    0.000    0.000 argparse.py:769(ArgumentError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _internal.py:256(c_void_p)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1900(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:791(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 config.py:109(OptionError)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2444(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 extras.py:1826(mr_class)
        1    0.000    0.000    0.000    0.000 indexing.py:2721(is_nested_tuple)
        3    0.000    0.000    0.000    0.000 concat.py:770(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 stata.py:792(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 pytables.py:637(TermValue)
        1    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:1054(ImportedName)
        1    0.000    0.000    0.000    0.000 LexerAction.py:139(LexerMoreAction)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 core_schema.py:3954(DefinitionReferenceSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:411(ModelSerSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1631(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 types.py:407(__hash__)
        1    0.000    0.000    0.000    0.000 _signature.py:17(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 __init__.py:78(SupportsLt)
        1    0.000    0.000    0.000    0.000 __init__.py:83(SupportsLe)
        1    0.000    0.000    0.000    0.000 __init__.py:130(Lt)
        1    0.000    0.000    0.000    0.000 message.py:1204(EmailMessage)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 constants.py:19(AltitudeMode)
        1    0.000    0.000    0.000    0.000 constants.py:44(ListItemType)
        4    0.000    0.000    0.000    0.000 calendar.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 argparse.py:727(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1045(_AppendAction)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1300(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1406(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2875(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:356(_unspecified)
        2    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 _typing.py:298(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        2    0.000    0.000    0.000    0.000 calendar.py:101(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 common.py:686(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 core.py:866(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:1170(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 accessor.py:196(CachedAccessor)
        1    0.000    0.000    0.000    0.000 format.py:1475(_IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:726(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 ops.py:1179(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1170(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 ops.py:564(FuncNode)
        1    0.000    0.000    0.000    0.000 __init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:20(_TPEscape)
        1    0.000    0.000    0.000    0.000 nodes.py:282(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:312(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:443(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:804(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:450(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:979(Mod)
        1    0.000    0.000    0.000    0.000 Errors.py:126(InputMismatchException)
        1    0.000    0.000    0.000    0.000 ATNState.py:162(BlockStartState)
